"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardianx.Math","traveltimex.Math","studytimex.Math","failuresx.Math","schoolsupx.Math","famsupx.Math","paidx.Math","activitiesx.Math","nursery","higherx.Math","internet","romanticx.Math","famrelx.Math","freetimex.Math","gooutx.Math","Dalcx.Math","Walcx.Math","healthx.Math","absencesx.Math","G1x.Math","G2x.Math","G3x.Math","guardiany.Por","traveltimey.Por","studytimey.Por","failuresy.Por","schoolsupy.Por","famsupy.Por","paidy.Por","activitiesy.Por","highery.Por","romanticy.Por","famrely.Por","freetimey.Por","goouty.Por","Dalcy.Por","Walcy.Por","healthy.Por","absencesy.Por","G1y.Por","G2y.Por","G3y.Por"
"211","GP","F",17,"R","GT3","T",4,3,"teacher","other","reputation","mother",2,3,0,"no","yes","yes","yes","yes","yes","yes","yes",4,4,2,1,1,4,6,7,7,7,"mother",2,3,0,"no","yes","no","yes","yes","yes",4,4,2,1,1,4,0,11,12,12
"212","GP","F",19,"U","GT3","T",3,3,"other","other","reputation","other",1,4,0,"no","yes","yes","yes","yes","yes","yes","no",4,3,3,1,2,3,10,8,8,8,"other",1,4,0,"no","yes","no","yes","yes","no",4,3,3,1,2,3,4,12,12,12
"213","GP","M",17,"U","LE3","T",4,4,"services","other","home","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","yes",5,3,5,4,5,3,13,12,12,13,"mother",1,2,0,"no","yes","no","no","yes","yes",5,3,5,4,5,3,15,13,12,12
"214","GP","F",16,"U","GT3","A",2,2,"other","other","reputation","mother",1,2,0,"yes","yes","yes","no","yes","yes","yes","no",3,3,4,1,1,4,0,12,13,14,"mother",1,2,0,"yes","yes","no","no","yes","no",3,3,4,1,1,4,0,13,13,13
"215","GP","M",18,"U","GT3","T",2,2,"services","other","home","mother",1,2,1,"no","yes","yes","yes","yes","yes","yes","no",4,4,4,2,4,5,15,6,7,8,"mother",1,2,0,"no","yes","no","yes","yes","no",4,4,4,2,4,5,10,12,11,11
"216","GP","F",17,"R","LE3","T",4,4,"services","other","other","mother",1,1,0,"no","yes","yes","no","yes","yes","no","no",5,2,1,1,2,3,12,8,10,10,"mother",1,1,0,"no","yes","no","no","yes","no",5,2,1,1,2,3,6,12,11,11
"217","GP","F",17,"U","LE3","T",3,2,"other","other","reputation","mother",2,2,0,"no","no","yes","no","yes","yes","yes","no",4,4,4,1,3,1,2,14,15,15,"mother",2,2,0,"no","no","no","no","yes","no",4,4,4,1,3,1,2,14,16,15
"218","GP","F",17,"U","GT3","T",4,3,"other","other","reputation","mother",1,2,2,"no","no","yes","no","yes","yes","yes","yes",3,4,5,2,4,1,22,6,6,4,"mother",1,2,0,"no","no","no","no","yes","yes",3,4,5,2,4,1,16,11,9,10
"219","GP","M",18,"U","LE3","T",3,3,"services","health","home","father",1,2,1,"no","yes","yes","no","yes","yes","yes","no",3,2,4,2,4,4,13,6,6,8,"father",1,2,0,"no","yes","no","no","yes","no",3,2,4,2,4,4,10,10,10,10
"220","GP","F",17,"U","GT3","T",2,3,"at_home","other","home","father",2,1,0,"no","yes","yes","no","yes","yes","no","no",3,3,3,1,4,3,3,7,7,8,"father",2,1,0,"no","yes","no","no","yes","no",3,3,3,1,4,3,4,12,13,13
"221","GP","F",17,"U","GT3","T",2,2,"at_home","at_home","course","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","no",4,3,3,1,1,4,4,9,10,10,"mother",1,3,0,"no","yes","no","yes","yes","no",4,3,3,1,1,4,0,12,12,13
"222","GP","F",17,"R","GT3","T",2,1,"at_home","services","reputation","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",4,2,5,1,2,5,2,6,6,6,"mother",2,2,0,"no","yes","no","yes","yes","no",4,2,5,1,2,5,0,11,10,11
"223","GP","F",17,"U","GT3","T",1,1,"at_home","other","reputation","mother",1,3,1,"no","yes","no","yes","yes","yes","no","yes",4,3,4,1,1,5,0,6,5,0,"mother",1,3,0,"no","yes","no","yes","yes","yes",4,3,4,1,1,5,12,12,12,12
"224","GP","F",16,"U","GT3","T",2,3,"services","teacher","other","mother",1,2,0,"yes","no","no","no","yes","yes","yes","no",2,3,1,1,1,3,2,16,16,17,"mother",1,2,0,"yes","no","no","no","yes","no",2,3,1,1,1,3,0,13,13,14
"225","GP","M",18,"U","GT3","T",2,2,"other","other","home","mother",2,2,0,"no","yes","yes","no","yes","yes","yes","no",3,3,3,5,5,4,0,12,13,13,"mother",2,2,3,"no","yes","yes","no","yes","no",3,3,3,5,5,4,9,10,9,10
"226","GP","F",16,"U","GT3","T",4,4,"teacher","services","home","mother",1,3,0,"no","yes","no","yes","no","yes","yes","no",5,3,2,1,1,5,0,13,13,14,"mother",1,3,0,"no","yes","no","yes","yes","no",5,3,2,1,1,5,4,15,16,16
"227","GP","F",18,"R","GT3","T",3,1,"other","other","reputation","mother",1,2,1,"no","no","no","yes","yes","yes","yes","yes",5,3,3,1,1,4,16,9,8,7,"mother",1,2,0,"no","no","no","yes","yes","yes",5,3,3,1,1,4,4,8,8,8
"228","GP","F",17,"U","GT3","T",3,2,"other","other","course","mother",1,2,0,"no","no","no","yes","no","yes","yes","no",5,3,4,1,3,3,10,16,15,15,"mother",1,2,0,"no","no","no","yes","yes","no",5,3,4,1,3,3,2,17,18,17
"229","GP","M",17,"U","LE3","T",2,3,"services","services","reputation","father",1,2,0,"no","yes","yes","no","no","yes","yes","no",5,3,3,1,3,3,2,12,11,12,"father",1,2,0,"no","yes","no","no","yes","no",5,3,3,1,3,3,0,10,11,11
"230","GP","M",18,"U","LE3","T",2,1,"at_home","other","course","mother",4,2,0,"yes","yes","yes","yes","yes","yes","yes","yes",4,3,2,4,5,3,14,10,8,9,"mother",4,2,0,"yes","yes","no","yes","yes","yes",4,3,2,4,5,3,2,9,10,11
"231","GP","F",17,"U","GT3","A",2,1,"other","other","course","mother",2,3,0,"no","no","no","yes","yes","yes","yes","yes",3,2,3,1,2,3,10,12,10,12,"mother",2,3,0,"no","no","no","yes","yes","yes",3,2,3,1,2,3,0,15,15,16
"232","GP","F",17,"U","LE3","T",4,3,"health","other","reputation","father",1,2,0,"no","no","no","yes","yes","yes","yes","yes",3,2,3,1,2,3,14,13,13,14,"father",1,2,0,"no","no","no","yes","yes","yes",3,2,3,1,2,3,0,14,12,12
"233","GP","M",17,"R","GT3","T",2,2,"other","other","course","father",2,2,0,"no","yes","yes","yes","yes","yes","yes","no",4,5,2,1,1,1,4,11,11,11,"father",2,2,0,"no","yes","no","yes","yes","no",4,5,2,1,1,1,0,12,13,13
"234","GP","M",17,"U","GT3","T",4,4,"teacher","teacher","reputation","mother",1,2,0,"yes","yes","no","yes","yes","yes","yes","yes",4,5,5,1,3,2,14,11,9,9,"mother",1,2,0,"yes","yes","no","yes","yes","yes",4,5,5,1,3,2,0,13,13,13
"235","GP","M",16,"U","GT3","T",4,4,"health","other","reputation","father",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",4,2,4,2,4,1,2,14,13,13,"father",1,2,0,"no","yes","no","yes","yes","no",4,2,4,2,4,1,0,13,13,14
"236","GP","M",16,"U","LE3","T",1,1,"other","other","home","mother",2,2,0,"no","yes","yes","no","yes","yes","yes","no",3,4,2,1,1,5,18,9,7,6,"mother",2,2,0,"no","yes","no","no","yes","no",3,4,2,1,1,5,2,9,9,9
"237","GP","M",16,"U","GT3","T",3,2,"at_home","other","reputation","mother",2,3,0,"no","no","no","yes","yes","yes","yes","yes",5,3,3,1,3,2,10,11,9,10,"mother",2,3,0,"no","no","no","yes","yes","yes",5,3,3,1,3,2,0,12,12,12
"238","GP","M",17,"U","LE3","T",2,2,"other","other","home","father",1,2,0,"no","no","yes","yes","no","yes","yes","yes",4,4,2,5,5,4,4,14,13,13,"father",1,2,0,"no","no","no","yes","yes","yes",4,4,2,5,5,4,0,16,16,16
"239","GP","F",16,"U","GT3","T",2,1,"other","other","home","mother",1,1,0,"no","no","no","no","yes","yes","yes","yes",4,5,2,1,1,5,20,13,12,12,"mother",1,1,0,"no","no","no","no","yes","yes",4,5,2,1,1,5,4,9,10,10
"240","GP","F",17,"R","GT3","T",2,1,"at_home","services","course","mother",3,2,0,"no","no","no","yes","yes","yes","no","no",2,1,1,1,1,3,2,13,11,11,"mother",3,2,0,"no","no","no","yes","yes","no",2,1,1,1,1,3,2,13,13,13
"241","GP","M",18,"U","GT3","T",2,2,"other","services","reputation","father",1,2,1,"no","no","no","no","yes","no","yes","no",5,5,4,3,5,2,0,7,7,0,"father",1,2,0,"no","no","no","no","no","no",5,5,4,3,5,2,16,8,7,8
"242","GP","M",17,"U","LE3","T",4,3,"health","other","course","mother",2,2,0,"no","no","no","yes","yes","yes","yes","yes",2,5,5,1,4,5,14,12,12,12,"mother",2,2,0,"no","no","no","yes","yes","yes",2,5,5,1,4,5,8,15,15,15
"243","GP","M",17,"R","LE3","A",4,4,"teacher","other","course","mother",2,2,0,"no","yes","yes","no","yes","yes","yes","no",3,3,3,2,3,4,2,10,11,12,"mother",2,2,0,"no","yes","no","no","yes","no",3,3,3,2,3,4,0,12,12,12
"244","GP","M",16,"U","LE3","T",4,3,"teacher","other","course","mother",1,1,0,"no","no","no","yes","no","yes","yes","no",5,4,5,1,1,3,0,6,0,0,"mother",1,1,0,"no","no","no","yes","yes","no",5,4,5,1,1,3,7,14,14,15
"245","GP","M",16,"U","GT3","T",4,4,"services","services","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",5,3,2,1,2,5,0,13,12,12,"mother",1,3,0,"no","yes","no","yes","yes","no",5,3,3,1,3,5,0,15,13,13
"246","GP","M",16,"U","GT3","T",4,4,"services","services","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",5,3,2,1,2,5,0,13,12,12,"mother",1,1,0,"no","no","yes","yes","yes","no",5,3,2,1,2,5,4,14,15,15
"247","GP","F",18,"U","GT3","T",2,1,"other","other","course","other",2,3,0,"no","yes","yes","no","no","yes","yes","yes",4,4,4,1,1,3,0,7,0,0,"other",2,3,0,"no","yes","no","no","yes","yes",4,4,4,1,1,3,10,12,10,11
"248","GP","M",16,"U","GT3","T",2,1,"other","other","course","mother",3,1,0,"no","no","no","no","yes","yes","yes","no",4,3,3,1,1,4,6,18,18,18,"mother",3,1,0,"no","no","no","no","yes","no",4,3,3,1,1,4,7,15,16,16
"249","GP","M",17,"U","GT3","T",2,3,"other","other","course","father",2,1,0,"no","no","no","no","yes","yes","yes","no",5,2,2,1,1,2,4,12,12,13,"father",2,1,0,"no","no","no","no","yes","no",5,2,2,1,1,2,2,9,12,13
"250","GP","M",22,"U","GT3","T",3,1,"services","services","other","mother",1,1,3,"no","no","no","no","no","no","yes","yes",5,4,5,5,5,1,16,6,8,8,"mother",1,1,3,"no","no","no","no","no","yes",5,4,5,5,5,1,12,7,8,5
"251","GP","M",18,"R","LE3","T",3,3,"other","services","course","mother",1,2,1,"no","yes","no","no","yes","yes","yes","yes",4,3,3,1,3,5,8,3,5,5,"mother",1,2,0,"no","yes","no","no","yes","yes",4,3,3,1,3,5,8,10,9,10
"252","GP","M",16,"U","GT3","T",0,2,"other","other","other","mother",1,1,0,"no","no","yes","no","no","yes","yes","no",4,3,2,2,4,5,0,13,15,15,"mother",1,1,0,"no","no","no","no","yes","no",4,3,2,2,4,5,0,11,12,11
"253","GP","M",18,"U","GT3","T",3,2,"services","other","course","mother",2,1,1,"no","no","no","no","yes","no","yes","no",4,4,5,2,4,5,0,6,8,8,"mother",2,1,0,"no","no","no","no","no","no",4,4,5,2,4,5,8,7,8,7
"254","GP","M",16,"U","GT3","T",3,3,"at_home","other","reputation","other",3,2,0,"yes","yes","no","no","no","yes","yes","no",5,3,3,1,3,2,6,7,10,10,"other",3,2,1,"yes","yes","no","no","yes","no",5,3,3,1,3,2,4,9,11,10
"255","GP","M",18,"U","GT3","T",2,1,"services","services","other","mother",1,1,1,"no","no","no","no","no","no","yes","no",3,2,5,2,5,5,4,6,9,8,"mother",1,1,2,"no","no","no","no","no","no",3,2,5,2,5,5,4,7,8,6
"256","GP","M",16,"R","GT3","T",2,1,"other","other","course","mother",2,1,0,"no","no","no","yes","no","yes","no","no",3,3,2,1,3,3,0,8,9,8,"mother",2,1,0,"no","no","no","yes","yes","no",3,3,2,1,3,3,2,14,13,12
"257","GP","M",17,"R","GT3","T",2,1,"other","other","course","mother",1,1,0,"no","no","no","no","no","yes","yes","no",4,4,2,2,4,5,0,8,12,12,"mother",1,1,0,"no","no","no","no","yes","no",4,4,2,2,4,5,0,12,12,13
"258","GP","M",17,"U","LE3","T",1,1,"health","other","course","mother",2,1,1,"no","yes","no","yes","yes","yes","yes","no",4,4,4,1,2,5,2,7,9,8,"mother",2,1,1,"no","yes","no","yes","yes","no",4,4,4,1,2,5,0,9,10,10
"259","GP","F",17,"U","LE3","T",4,2,"teacher","services","reputation","mother",1,4,0,"no","yes","yes","yes","yes","yes","yes","no",4,2,3,1,1,4,6,14,12,13,"mother",1,4,0,"no","yes","no","yes","yes","no",4,2,3,1,1,4,2,14,15,17
"260","GP","M",19,"U","LE3","A",4,3,"services","at_home","reputation","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",4,3,1,1,1,1,12,11,11,11,"mother",1,2,0,"no","yes","no","no","yes","no",4,3,1,1,1,1,4,11,13,14
"261","GP","M",18,"U","GT3","T",2,1,"other","other","home","mother",1,2,0,"no","no","no","yes","yes","yes","yes","no",5,2,4,1,2,4,8,15,14,14,"mother",1,2,0,"no","no","no","yes","yes","no",5,2,4,1,2,4,2,16,16,16
"262","GP","F",17,"U","LE3","T",2,2,"services","services","course","father",1,4,0,"no","no","yes","yes","yes","yes","yes","yes",3,4,1,1,1,2,0,10,9,0,"father",1,4,0,"no","no","no","yes","yes","yes",3,4,1,1,1,2,2,10,11,12
"263","GP","F",18,"U","GT3","T",4,3,"services","other","home","father",1,2,0,"no","yes","yes","no","yes","yes","yes","yes",3,1,2,1,3,2,21,17,18,18,"father",1,2,0,"no","yes","no","no","yes","yes",3,1,2,1,3,2,2,15,15,15
"264","GP","M",18,"U","GT3","T",4,3,"teacher","other","course","mother",1,2,0,"no","yes","yes","no","no","yes","yes","no",4,3,2,1,1,3,2,8,8,8,"mother",1,2,0,"no","yes","no","no","yes","no",4,3,2,1,1,3,2,10,10,11
"265","GP","M",18,"R","GT3","T",3,2,"other","other","course","mother",1,3,0,"no","no","no","yes","no","yes","no","no",5,3,2,1,1,3,1,13,12,12,"mother",1,3,0,"no","no","no","yes","yes","no",5,3,2,1,1,3,2,10,11,12
"266","GP","F",17,"U","GT3","T",3,3,"other","other","home","mother",1,3,0,"no","no","no","yes","no","yes","no","no",3,2,3,1,1,4,4,10,9,9,"mother",1,3,0,"no","no","no","yes","yes","no",3,2,3,1,1,4,2,15,12,13
"267","GP","F",18,"U","GT3","T",2,2,"at_home","services","home","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","yes",4,3,3,1,1,3,0,9,10,0,"mother",1,3,0,"no","yes","no","yes","yes","yes",4,3,3,1,1,3,0,11,12,13
"268","GP","M",18,"R","LE3","A",3,4,"other","other","reputation","mother",2,2,0,"no","yes","yes","yes","yes","yes","yes","no",4,2,5,3,4,1,13,17,17,17,"mother",2,2,0,"no","yes","no","yes","yes","no",4,2,5,3,4,1,6,15,16,16
"269","GP","M",17,"U","GT3","T",3,1,"services","other","other","mother",1,2,0,"no","no","yes","yes","yes","yes","yes","yes",5,4,4,3,4,5,2,9,9,10,"mother",1,2,0,"no","no","no","yes","yes","yes",5,4,4,3,4,5,0,11,11,14
"270","GP","F",18,"R","GT3","T",4,4,"teacher","other","reputation","mother",2,2,0,"no","no","yes","yes","yes","yes","yes","no",4,3,4,2,2,4,8,12,10,11,"mother",2,2,0,"no","no","no","yes","yes","no",4,3,4,2,2,4,8,10,11,12
"271","GP","M",18,"U","GT3","T",4,2,"health","other","reputation","father",1,2,0,"no","yes","yes","yes","yes","yes","yes","yes",5,4,5,1,3,5,10,10,9,10,"father",1,2,0,"no","yes","no","yes","yes","yes",5,4,5,1,3,5,4,10,12,14
"272","GP","F",18,"R","GT3","T",2,1,"other","other","reputation","mother",2,2,0,"no","yes","no","no","yes","no","yes","yes",4,3,5,1,2,3,0,6,0,0,"mother",2,2,0,"no","yes","no","no","no","yes",4,3,5,1,2,3,12,8,9,10
"273","GP","F",19,"U","GT3","T",3,3,"other","services","home","other",1,2,2,"no","yes","yes","yes","yes","yes","yes","no",4,3,5,3,3,5,15,9,9,9,"other",1,2,0,"no","yes","no","yes","yes","no",4,3,5,3,3,5,16,11,12,12
"274","GP","F",18,"U","GT3","T",2,3,"other","services","reputation","father",1,4,0,"no","yes","yes","yes","yes","yes","yes","yes",4,5,5,1,3,2,4,15,14,14,"father",1,4,0,"no","yes","no","yes","yes","yes",4,5,5,1,3,2,10,16,16,16
"275","GP","F",18,"U","LE3","T",1,1,"other","other","home","mother",2,2,0,"no","yes","yes","no","no","yes","no","no",4,4,3,1,1,3,2,11,11,11,"mother",2,2,0,"no","yes","no","no","yes","no",4,4,3,1,1,3,2,13,13,13
"276","GP","M",17,"R","GT3","T",1,2,"at_home","at_home","home","mother",1,2,0,"no","yes","yes","yes","no","yes","no","yes",3,5,2,2,2,1,2,15,14,14,"mother",1,2,0,"no","yes","no","yes","yes","yes",3,5,2,2,2,1,2,16,17,18
"277","GP","F",17,"U","GT3","T",2,4,"at_home","health","reputation","mother",2,2,0,"no","yes","yes","no","yes","yes","yes","yes",4,3,3,1,1,1,2,10,10,10,"mother",2,2,0,"no","yes","no","no","yes","yes",4,3,3,1,1,1,6,15,16,16
"278","GP","F",17,"U","LE3","T",2,2,"services","other","course","mother",2,2,0,"yes","yes","yes","no","yes","yes","yes","yes",4,4,4,2,3,5,6,12,12,12,"mother",2,2,0,"yes","yes","no","no","yes","yes",4,4,4,2,3,5,6,12,12,12
"279","GP","F",18,"R","GT3","A",3,2,"other","services","home","mother",2,2,0,"no","no","no","no","no","no","yes","yes",4,1,1,1,1,5,75,10,9,9,"mother",2,2,0,"no","no","no","no","no","yes",4,1,1,1,1,5,15,12,9,10
"280","GP","M",18,"U","GT3","T",4,4,"teacher","services","home","mother",2,1,0,"no","no","yes","yes","yes","yes","yes","no",3,2,4,1,4,3,22,9,9,9,"mother",2,1,0,"no","no","no","yes","yes","no",3,2,4,1,4,3,6,11,12,12
"281","GP","M",18,"U","GT3","T",4,4,"teacher","services","home","mother",2,1,0,"no","no","yes","yes","yes","yes","yes","no",3,2,4,1,4,3,22,9,9,9,"father",1,2,0,"no","yes","no","yes","yes","no",4,3,3,2,2,2,0,12,12,13
"282","GP","F",18,"U","GT3","T",4,4,"health","health","reputation","father",1,2,1,"yes","yes","no","yes","yes","yes","yes","yes",2,4,4,1,1,4,15,9,8,8,"father",1,2,1,"yes","yes","no","yes","yes","yes",2,4,4,1,1,4,2,14,12,13
"283","GP","M",18,"U","LE3","T",4,3,"teacher","services","course","mother",2,1,0,"no","no","yes","yes","yes","yes","yes","no",4,2,3,1,2,1,8,10,11,10,"mother",2,1,0,"no","no","no","yes","yes","no",4,2,3,1,2,1,0,10,10,10
"284","GP","M",17,"U","LE3","A",4,1,"services","other","home","mother",2,1,0,"no","no","yes","yes","yes","yes","yes","yes",4,5,4,2,4,5,30,8,8,8,"mother",2,1,0,"no","no","no","yes","yes","yes",4,5,4,2,4,5,22,11,11,10
"285","GP","M",17,"U","LE3","A",3,2,"teacher","services","home","mother",1,1,1,"no","no","no","no","yes","yes","yes","no",4,4,4,3,4,3,19,11,9,10,"mother",1,1,0,"no","no","no","no","yes","no",4,4,4,3,4,3,18,13,13,13
"286","GP","F",18,"R","LE3","T",1,1,"at_home","other","reputation","mother",2,4,0,"no","yes","yes","yes","yes","yes","no","no",5,2,2,1,1,3,1,12,12,12,"mother",2,4,0,"no","yes","no","yes","yes","no",5,2,2,1,1,3,2,17,17,18
"287","GP","F",18,"U","GT3","T",1,1,"other","other","home","mother",2,2,0,"yes","no","no","yes","yes","yes","yes","no",5,4,4,1,1,4,4,8,9,10,"mother",2,2,0,"yes","no","no","yes","yes","no",5,4,4,1,1,4,0,12,13,13
"288","GP","F",18,"U","GT3","T",1,1,"other","other","home","mother",2,2,0,"yes","no","no","yes","yes","yes","yes","no",5,4,4,1,1,4,4,8,9,10,"mother",2,3,0,"no","no","no","yes","yes","no",4,5,5,1,2,2,0,14,14,14
"289","GP","F",17,"U","GT3","T",2,2,"other","other","course","mother",1,2,0,"no","yes","no","no","no","yes","yes","no",5,4,5,1,2,5,4,10,9,11,"mother",1,2,0,"no","yes","no","no","yes","no",5,4,5,1,2,5,12,12,12,14
"290","GP","M",17,"U","GT3","T",1,1,"other","other","reputation","father",1,2,0,"no","no","yes","no","no","yes","yes","no",4,3,3,1,2,4,2,12,10,11,"father",1,2,0,"no","no","no","no","yes","no",4,3,3,1,2,4,0,12,12,12
"291","GP","F",18,"U","GT3","T",2,2,"at_home","at_home","other","mother",1,3,0,"no","yes","yes","no","yes","yes","yes","no",4,3,3,1,2,2,5,18,18,19,"mother",1,3,0,"no","yes","no","no","yes","no",4,3,3,1,2,2,0,18,18,18
"292","GP","F",17,"U","GT3","T",1,1,"services","teacher","reputation","mother",1,3,0,"no","yes","yes","no","yes","yes","yes","no",4,3,3,1,1,3,6,13,12,12,"mother",1,3,0,"no","yes","no","no","yes","no",4,3,3,1,1,3,0,13,13,14
"293","GP","M",18,"U","GT3","T",2,1,"services","services","reputation","mother",1,3,0,"no","no","yes","yes","yes","yes","yes","no",4,2,4,1,3,2,6,15,14,14,"mother",1,3,0,"no","no","no","yes","yes","no",4,2,4,1,3,2,0,14,15,15
"294","GP","M",18,"U","LE3","A",4,4,"teacher","teacher","reputation","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",5,4,3,1,1,2,9,15,13,15,"mother",1,2,0,"no","yes","no","yes","yes","no",5,4,3,1,1,2,0,17,17,17
"295","GP","M",18,"U","GT3","T",4,2,"teacher","other","home","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","yes",4,3,2,1,4,5,11,12,11,11,"mother",1,2,0,"no","yes","no","yes","yes","yes",4,3,2,1,4,5,2,15,16,16
"296","GP","F",17,"U","GT3","T",4,3,"health","services","reputation","mother",1,3,0,"no","yes","yes","no","yes","yes","yes","no",4,2,2,1,2,3,0,15,15,15,"mother",1,3,0,"no","yes","no","no","yes","no",4,2,2,1,2,3,0,17,18,18
"297","GP","F",17,"R","LE3","T",3,1,"services","other","reputation","mother",2,4,0,"no","yes","yes","no","yes","yes","no","no",3,1,2,1,1,3,6,18,18,18,"mother",2,4,0,"no","yes","no","no","yes","no",3,1,2,1,1,3,0,18,19,19
"298","GP","M",18,"R","LE3","T",3,2,"services","other","reputation","mother",2,3,0,"no","yes","yes","yes","yes","yes","yes","no",5,4,2,1,1,4,8,14,13,14,"mother",2,3,0,"no","yes","no","yes","yes","no",5,4,2,1,1,4,0,14,15,15
"299","GP","M",17,"U","GT3","T",3,3,"health","other","home","mother",1,1,0,"no","yes","yes","no","yes","yes","yes","no",4,4,3,1,3,5,4,14,12,11,"mother",1,1,0,"no","yes","no","no","yes","no",4,4,3,1,3,5,0,14,15,15
"300","GP","F",19,"U","GT3","T",4,4,"health","other","reputation","other",2,2,0,"no","yes","yes","yes","yes","yes","yes","no",2,3,4,2,3,2,0,10,9,0,"other",2,2,0,"no","yes","no","yes","yes","no",2,3,4,2,3,2,2,14,13,13
"301","GP","F",18,"U","LE3","T",4,3,"other","other","home","other",2,2,0,"no","yes","yes","no","yes","yes","yes","yes",4,4,5,1,2,2,10,10,8,8,"other",2,2,0,"no","yes","no","no","yes","yes",4,4,5,1,2,2,0,13,14,14
"302","GP","F",18,"U","GT3","T",4,3,"other","other","reputation","father",1,4,0,"no","yes","yes","no","yes","yes","yes","no",4,3,3,1,1,3,0,14,13,14,"father",1,4,0,"no","yes","no","no","yes","no",4,3,3,1,1,3,0,16,17,17
"303","GP","M",18,"U","LE3","T",4,4,"teacher","teacher","home","mother",1,1,0,"no","yes","yes","no","yes","yes","yes","yes",1,4,2,2,2,1,5,16,15,16,"mother",1,1,0,"no","yes","no","no","yes","yes",1,4,2,2,2,1,0,18,18,17
"304","GP","F",18,"U","LE3","A",4,4,"health","other","home","mother",1,2,0,"no","yes","no","no","yes","yes","yes","yes",4,2,4,1,1,4,14,12,10,11,"mother",1,2,0,"no","yes","yes","no","yes","yes",4,2,4,1,1,4,0,14,15,15
"305","GP","M",17,"U","LE3","T",4,4,"other","teacher","home","father",2,1,0,"no","no","yes","no","yes","yes","yes","no",4,1,1,2,2,5,0,11,11,10,"father",2,1,0,"no","no","no","no","yes","no",4,1,1,2,2,5,0,12,13,13
"306","GP","F",17,"U","GT3","T",4,2,"other","other","reputation","mother",2,3,0,"no","yes","yes","no","yes","yes","yes","no",4,3,3,1,1,3,0,15,12,14,"mother",2,3,0,"no","yes","no","no","yes","no",4,3,3,1,1,3,0,16,16,16
"307","GP","F",17,"U","GT3","T",3,2,"health","health","reputation","father",1,4,0,"no","yes","yes","yes","no","yes","yes","no",5,2,2,1,2,5,0,17,17,18,"father",1,4,0,"no","yes","no","yes","yes","no",5,2,2,1,2,5,0,18,18,18
"308","GP","M",20,"U","GT3","A",3,2,"services","other","course","other",1,1,0,"no","no","no","yes","yes","yes","no","no",5,5,3,1,1,5,0,17,18,18,"other",1,1,2,"no","no","no","yes","yes","no",5,5,3,1,1,5,0,14,15,15
"309","GP","M",19,"R","GT3","T",3,3,"other","services","reputation","father",1,2,1,"no","no","no","yes","yes","yes","no","yes",4,5,3,1,2,5,0,15,12,12,"father",1,2,0,"no","no","no","yes","yes","yes",4,5,3,1,2,5,0,10,10,11
"310","GP","F",18,"U","GT3","T",2,1,"services","other","course","mother",2,2,0,"no","yes","yes","yes","yes","yes","yes","no",5,3,3,1,2,1,0,8,8,0,"mother",2,2,0,"no","yes","no","yes","yes","no",5,3,3,1,2,1,2,12,12,15
"311","GP","F",18,"U","GT3","T",4,3,"other","other","course","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","yes",4,3,4,1,1,5,9,9,10,9,"mother",1,3,0,"no","yes","no","yes","yes","yes",4,3,4,1,1,5,2,14,15,17
"312","GP","F",17,"R","GT3","T",3,4,"at_home","services","course","father",1,3,0,"no","yes","yes","yes","no","yes","yes","no",4,3,4,2,5,5,0,11,11,10,"father",1,3,0,"no","yes","no","yes","yes","no",4,3,4,2,5,5,2,15,15,17
"313","GP","F",18,"U","GT3","T",4,4,"teacher","other","course","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","no",4,4,4,3,3,5,2,11,11,11,"mother",1,2,0,"no","yes","no","no","yes","no",4,4,4,3,3,5,0,12,11,13
"314","GP","F",17,"U","GT3","A",4,3,"services","services","course","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","yes",5,2,2,1,2,5,23,13,13,13,"mother",1,2,0,"no","yes","no","no","yes","yes",5,2,2,1,2,5,14,15,14,17
"315","GP","F",17,"U","GT3","T",2,2,"other","other","course","mother",1,2,0,"no","yes","no","no","yes","yes","no","yes",4,2,2,1,1,3,12,11,9,9,"mother",1,2,0,"no","yes","no","no","yes","yes",4,2,2,1,1,3,4,14,13,13
"316","GP","F",17,"R","LE3","T",2,2,"services","services","course","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","no",3,3,2,2,2,3,3,11,11,11,"mother",1,3,0,"no","yes","no","yes","yes","no",3,3,2,2,2,3,0,11,11,10
"317","GP","F",17,"U","GT3","T",3,1,"services","services","course","father",1,3,0,"no","yes","no","no","no","yes","yes","no",3,4,3,2,3,5,1,12,14,15,"father",1,3,0,"no","yes","no","no","yes","no",3,4,3,2,3,5,0,17,18,17
